parcel,source,owner_name,address,jurisdiction,luc,luc_desc,parcel_class,acres,assessed_land,assessed_bldg,has_building,city_department,city_intended_use,development_candidate,census_tract,lat,lon
R72 13211 0196,county_only,CITY OF DAYTON,GETTYSBURG AVE,DAYTON,500,"Residential vacant land, lot",R,0000.00400,000000000000.00,000000000000.00,N,,,Y,,,
R72 13211 0197,county_only,CITY OF DAYTON,GETTYSBURG AVE,DAYTON,500,"Residential vacant land, lot",R,0000.00300,000000000000.00,000000000000.00,N,,,Y,,,
R72 13211 0199,county_only,CITY OF DAYTON,GETTYSBURG AVE,DAYTON,500,"Residential vacant land, lot",R,0000.00100,000000000000.00,000000000000.00,N,,,Y,,,
R72 13211 0200,county_only,CITY OF DAYTON,GETTYSBURG AVE,DAYTON,400,Commercial vacant land,C,0000.14400,000000000000.00,000000000000.00,N,,,Y,,,
R72 13211 0201,county_only,CITY OF DAYTON,GETTYSBURG AVE,DAYTON,500,"Residential vacant land, lot",R,0000.00200,000000000000.00,000000000000.00,N,,,Y,,,
R72 13211 0202,county_only,CITY OF DAYTON,GETTYSBURG AVE,DAYTON,500,"Residential vacant land, lot",R,0000.00230,000000000000.00,000000000000.00,N,,,Y,,,
R72 13212 0001,county_only,DAYTON CITY OF,3740 LAKESIDE DR,DAYTON,620,"Exempt, owned by counties",E,0000.00000,000000004560.00,000000000000.00,N,,,N,39113-004200-2,39.739939597228904,-84.25276893605744
R72 13212 0002,county_only,DAYTON CITY OF,LAKESIDE DR,DAYTON,620,"Exempt, owned by counties",E,0000.00000,000000003810.00,000000000000.00,N,,,N,39113-004200-2,39.73987224191171,-84.2526551363758
R72 13212 0014,county_only,CITY OF DAYTON,LAKESIDE DR,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000000000.00,000000000000.00,N,,,N,,,
R72 13212 0015,county_only,CITY OF DAYTON,LAKESIDE DR,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000000000.00,000000000000.00,N,,,N,,,
R72 13212 0016,county_only,CITY OF DAYTON,LAKESIDE DR,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000000000.00,000000000000.00,N,,,N,,,
R72 13213 0073,county_only,DAYTON CITY OF,3406 GERMANTOWN ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000004200.00,000000000000.00,N,,,N,39113-004300-1,39.73483361100756,-84.25027005496769
R72 13213 0081,both,DAYTON CITY OF,ERBE AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000002840.00,000000000000.00,N,,,N,39113-004300-1,39.73410793563601,-84.250988369967
R72 13213 0082,both,DAYTON CITY OF,ERBE AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000002840.00,000000002690.00,Y,,,N,39113-004300-1,39.73400123301995,-84.25095475210436
R72 13213 0083,both,DAYTON CITY OF,ERBE AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000002840.00,000000000000.00,N,,,N,39113-004300-1,39.73389452997696,-84.2509211336663
R72 13215 0004,county_only,DAYTON CITY OF,GETTYSBURG AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000005180.00,000000000000.00,N,,,N,,,
R72 13215 0020,county_only,CITY OF DAYTON,GERMANTOWN ST,DAYTON,400,Commercial vacant land,C,0000.00800,000000000000.00,000000000000.00,N,,,Y,,,
R72 13216 0044,county_only,DAYTON CITY OF,679 LA SALLE DR,DAYTON,500,"Residential vacant land, lot",R,0000.00000,000000004600.00,000000000000.00,N,,,Y,39113-004200-2,39.73805019090434,-84.24890684670365
R72 13302 0002,both,DAYTON CITY OF,FLEETFOOT AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000004500.00,000000000000.00,N,Public Works,Other,N,39113-004200-2,39.739168207989536,-84.24537793686747
R72 13305 0012,both,DAYTON CITY OF,GERMANTOWN ST,DAYTON,640,"Exempt, owned by municipals",E,0003.02000,000000014850.00,000000000000.00,N,,,N,39113-004200-2,39.73757851078406,-84.24538582494418
R72 13306 0019,both,DAYTON CITY OF,3037 GERMANTOWN ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000005150.00,000000100310.00,Y,Public Works,Other,N,39113-004200-2,39.737665024692035,-84.24369797928196
R72 13306 0020,both,DAYTON CITY OF,GERMANTOWN ST,DAYTON,640,"Exempt, owned by municipals",E,0010.28100,000000050890.00,000000000000.00,N,Public Works,Other,N,39113-004200-2,39.738004040534896,-84.24415932323494
R72 13306 0021,both,DAYTON CITY OF,GERMANTOWN ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000016040.00,000000000000.00,N,Public Works,Other,N,39113-004200-2,39.73765241223817,-84.24391763077375
R72 13306 0027,both,DAYTON CITY OF,GERMANTOWN ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000000330.00,000000000000.00,N,Public Works,Other,N,39113-004300-1,39.737418526794315,-84.24271360605886
R72 13307 0022,both,DAYTON CITY OF,821 BLANCHE ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000003390.00,000000000000.00,N,Planning,Surplus,Y,39113-004200-2,39.739454186173525,-84.24167379396567
R72 13308 0010,both,DAYTON CITY OF,2800 GERMANTOWN ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000002200.00,000000000000.00,N,Public Works,Other,N,39113-004300-1,39.738450787242556,-84.2400566632258
R72 13308 0011,both,DAYTON CITY OF,2806 GERMANTOWN ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000002690.00,000000000000.00,N,Public Works,Other,N,39113-004300-1,39.73849343517206,-84.24029783983859
R72 13308 0028,county_only,DAYTON CITY OF,2931 GERMANTOWN ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000005730.00,000000000000.00,N,,,N,39113-004200-2,39.73816419157108,-84.24237265374853
R72 13308 0032,county_only,DAYTON CITY OF,2913 GERMANTOWN ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000005730.00,000000000000.00,N,,,N,39113-004200-2,39.738239968787994,-84.24189438821874
R72 13308 0034,county_only,DAYTON CITY OF,2905 GERMANTOWN ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000005400.00,000000000000.00,N,,,N,39113-004200-2,39.73840245920384,-84.2417073667958
R72 13308 0062,county_only,DAYTON CITY OF,GERMANTOWN ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000001410.00,000000000000.00,N,,,N,39113-004200-2,39.738177147375836,-84.2423277452345
R72 13309 0002,city_layer_only,,,,,,,,,,N,Public Works,Other,N,,39.73727211296,-84.23958173827111
R72 13309 0003,city_layer_only,,,,,,,,,,N,Public Works,Other,N,,39.73716232864337,-84.23957844535208
R72 13309 0004,city_layer_only,,,,,,,,,,N,Public Works,Other,N,,39.73705254416348,-84.23957515250477
R72 13314 0022,county_only,CITY OF DAYTON,LAKESIDE DR,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000000000.00,000000000000.00,N,,,N,,,
R72 13314 0023,county_only,CITY OF DAYTON,LAKESIDE DR,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000000000.00,000000000000.00,N,,,N,,,
R72 13314 0024,county_only,CITY OF DAYTON,LAKEVIEW AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000000000.00,000000000000.00,N,,,N,,,
R72 13314 0025,county_only,CITY OF DAYTON,LAKESIDE DR,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000000000.00,000000000000.00,N,,,N,,,
R72 13314 0026,county_only,CITY OF DAYTON,LAKESIDE DR,DAYTON,400,Commercial vacant land,C,0000.00000,000000000000.00,000000000000.00,N,,,Y,,,
R72 13314 0027,county_only,CITY OF DAYTON,LAKESIDE DR,DAYTON,400,Commercial vacant land,C,0000.00000,000000000000.00,000000000000.00,N,,,Y,,,
R72 13316 0008,both,DAYTON CITY OF,MCARTHUR AVE,DAYTON,640,"Exempt, owned by municipals",E,0001.73600,000000020890.00,000000000000.00,N,Public Works,Other,N,39113-004100-2,39.73283145787261,-84.23909096810407
R72 13318 0007,city_layer_only,,,,,,,,,,N,Public Works,Other,N,,39.735455345800816,-84.23697501293441
R72 13318 0008,city_layer_only,,,,,,,,,,N,Public Works,Other,N,,39.73568210222517,-84.23698902399254
R72 13318 0009,city_layer_only,,,,,,,,,,N,Public Works,Other,N,,39.73590755946081,-84.23703823217167
R72 13318 0010,city_layer_only,,,,,,,,,,N,Public Works,Other,N,,39.73611316085465,-84.23708969111462
R72 13318 0011,city_layer_only,,,,,,,,,,N,Public Works,Other,N,,39.73631957938471,-84.2370778565781
R72 13402 0009,city_layer_only,,,,,,,,,,N,Public Works,Other,N,,39.739167661894975,-84.23490375727289
R72 13402 0036,both,DAYTON CITY OF,WEAVER ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000000250.00,000000000000.00,N,Public Works,Other,N,39113-004100-2,39.73872058663559,-84.23391595578663
R72 13403 0021,city_layer_only,,,,,,,,,,N,Public Works,Other,N,,39.73949829292374,-84.23393863310777
R72 13403 0040,city_layer_only,,,,,,,,,,N,Public Works,Other,N,,39.74018354994819,-84.23405722679422
R72 13403 0041,city_layer_only,,,,,,,,,,N,Public Works,Other,N,,39.739836625142026,-84.23407339704383
R72 13403 0042,city_layer_only,,,,,,,,,,N,Public Works,Other,N,,39.73972678730015,-84.23407230401355
R72 13403 0044,city_layer_only,,,,,,,,,,N,Public Works,Other,N,,39.73994611959797,-84.2340458568209
R72 13403 0045,city_layer_only,,,,,,,,,,N,Public Works,Other,N,,39.73951809300161,-84.23586758948383
R72 13404 0006,city_layer_only,,,,,,,,,,N,Planning,Surplus,Y,,39.740219494718296,-84.23318232250432
R72 13404 0033,city_layer_only,,,,,,,,,,N,,,N,,39.740853170095974,-84.23263602510164
R72 13405 0036,county_only,DAYTON CITY OF,IOLA ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000000250.00,000000000000.00,N,,,N,,,
R72 13406 0045,both,DAYTON CITY OF,1217 RANDOLPH ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000003570.00,000000000000.00,N,Planning,Surplus,Y,39113-004100-2,39.7371199913558,-84.22947883099381
R72 13407 0039,both,DAYTON CITY OF,DENNISON AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000001160.00,000000000000.00,N,Public Works,Other,N,39113-004100-2,39.73782555869937,-84.23000418439747
R72 13501 0001,city_layer_only,,,,,,,,,,N,Public Works,Other,N,,,
R72 13501 0008,city_layer_only,,,,,,,,,,N,Public Works,Other,N,,39.73505287100791,-84.2220016833334
R72 13501 0009,city_layer_only,,,,,,,,,,N,Public Works,Other,N,,,
R72 13501 0021,county_only,DAYTON CITY OF,NICHOLAS RD,DAYTON,640,"Exempt, owned by municipals",E,0000.44400,000000000000.00,000000000000.00,N,,,N,,,
R72 13501 0025,county_only,DAYTON CITY OF,1661 NICHOLAS RD,DAYTON,640,"Exempt, owned by municipals",E,0005.44160,000000099470.00,000001536130.00,Y,,,N,,39.73342175824862,-84.22451065943493
R72 13501 0026,county_only,DAYTON CITY OF,DANNER RD,DAYTON,640,"Exempt, owned by municipals",E,0015.06460,000000070540.00,000000012950.00,Y,,,N,,39.73520511052901,-84.22386059291077
R72 13501 0027,county_only,DAYTON CITY OF,DANNER RD,DAYTON,640,"Exempt, owned by municipals",E,0001.56390,000000006610.00,000000000000.00,N,,,N,,39.734305013950014,-84.2222404259605
R72 13602 0005,county_only,DAYTON CITY OF,NICHOLAS RD,DAYTON,640,"Exempt, owned by municipals",E,0000.45900,000000000000.00,000000000000.00,N,,,N,,,
R72 13605 0002,both,DAYTON CITY OF,1725 S BROADWAY ST,DAYTON,640,"Exempt, owned by municipals",E,0002.91000,000000041710.00,000000216850.00,Y,Water,,N,39113-003500-2,39.73294764036031,-84.21596791426371
R72 13607 0023,county_only,DAYTON CITY OF,1640 1642 DIETZEN AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000006820.00,000000000000.00,N,,,N,39113-003500-2,39.734029589488145,-84.21404623553344
R72 13607 0025,county_only,DAYTON CITY OF,1644 1646 DIETZEN AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000004650.00,000000000000.00,N,,,N,39113-003500-2,39.73384760784362,-84.21414076226165
R72 13607 0032,county_only,DAYTON CITY OF,ALWILDY AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000004770.00,000000000000.00,N,,,N,39113-003500-2,39.73442290141593,-84.21356004595425
R72 13607 0033,county_only,DAYTON CITY OF,1619 ALWILDY AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000002380.00,000000000000.00,N,,,N,39113-003500-2,39.73450875241241,-84.21343146111738
R72 13607 0036,county_only,DAYTON CITY OF,1605 ALWILDY AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000004770.00,000000000000.00,N,,,N,39113-003500-2,39.734813748129525,-84.21341763215837
R72 13607 0050,county_only,DAYTON CITY OF,1601 ALWILDY AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000003540.00,000000000000.00,N,,,N,39113-003500-2,39.73490152575279,-84.21342334381528
R72 13608 0001,both,DAYTON CITY OF,1309 JETT AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000000200.00,000000000000.00,N,Public Works,Other,N,39113-003500-2,39.73516324472547,-84.21484373999999
R72 13701 0004,county_only,DAYTON CITY OF,NICHOLAS RD,DAYTON,640,"Exempt, owned by municipals",E,0000.02300,000000000000.00,000000000000.00,N,,,N,,,
R72 13801 0005,both,DAYTON CITY OF,IRVING AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000024960.00,000000000000.00,N,Water,,N,39113-010200-2,39.73207173502094,-84.16603286254124
R72 13802 0052,both,DAYTON CITY OF,IRVING AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.36000,000000009110.00,000000001040.00,Y,Public Works,Other,N,39113-010200-2,39.73074954608528,-84.16450760509235
R72 13804 0011,county_only,THE CITY OF DAYTON,725 WILMINGTON AVE,DAYTON,500,"Residential vacant land, lot",R,0000.00000,000000000000.00,000000000000.00,N,,,Y,,,
R72 13808 0004,both,DAYTON CITY OF,FIRWOOD DR,DAYTON,640,"Exempt, owned by municipals",E,0000.72000,000000009070.00,000000000000.00,N,Public Works,Other,N,39113-003201-2,39.73003727769639,-84.1639779098364
R72 13808 0007,county_only,DAYTON CITY OF,FIRWOOD DR,DAYTON,400,Commercial vacant land,C,0000.20400,000000000000.00,000000000000.00,N,,,Y,,,
R72 13809 0027,both,DAYTON CITY OF,KLING DR,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000021670.00,000000000000.00,N,Water,,N,39113-003201-2,39.72863514425291,-84.16346965102093
R72 13810 0045,both,DAYTON CITY OF,IRVING AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000023440.00,000000000000.00,N,Public Works,Other,N,39113-003201-2,39.726718948140054,-84.16321116226808
R72 13901 0021,both,DAYTON CITY OF,IRVING AVE,DAYTON,640,"Exempt, owned by municipals",E,0006.96700,000000087820.00,000000001330.00,Y,Public Works,Other,N,39113-003201-2,39.72540330791277,-84.16311892993484
R72 13902 0029,both,DAYTON CITY OF,PATTERSON RD,DAYTON,640,"Exempt, owned by municipals",E,0004.35900,000000060170.00,000000003430.00,Y,Public Works,Other,N,39113-003201-3,39.72367090052634,-84.16284671919031
R72 14003 0040,city_layer_only,,,,,,,,,,N,Public Works,Other,N,,39.71849575639313,-84.16018361645713
R72 14101 0020,county_only,DAYTON CITY OF,WILMINGTON AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000000000.00,000000000000.00,N,,,N,,,
R72 14301 0005,both,DAYTON CITY OF,NORDALE AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000092850.00,000000285890.00,Y,,,N,39113-003000-3,39.732084527252624,-84.15402420573297
R72 14301 0039,both,DAYTON CITY OF,2803 WAYNE AVE,DAYTON,640,"Exempt, owned by municipals",E,0001.05600,000000050050.00,000000498520.00,Y,Public Works,Other,N,39113-003000-3,39.73883031166576,-84.15375802175969
R72 14301 0040,county_only,DAYTON CITY OF,WILMINGTON AVE,DAYTON,600,"Exempt, owned by USA",E,0000.47700,000000000000.00,000000000000.00,N,,,N,,,
R72 14301 0049,both,CITY OF DAYTON,2721 WAYNE AVE,DAYTON,640,"Exempt, owned by municipals",E,0001.05600,000000058080.00,000000536730.00,Y,Public Works,Operations,N,39113-003000-3,39.73884677190315,-84.1541496455415
R72 14302 0028,county_only,DAYTON CITY OF,153 NORDALE AVE,DAYTON,640,"Exempt, owned by municipals",E,0006.23900,000000078500.00,000000036940.00,Y,,,N,,,
R72 14303 0052,both,DAYTON CITY OF,2608 ENTERPRISE AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000084500.00,000000000000.00,N,Public Works,Other,N,39113-003000-3,39.73138347881452,-84.15241688687802
R72 14303 0053,both,DAYTON CITY OF,2618 ENTERPRISE AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000012140.00,000000000000.00,N,Public Works,Other,N,39113-003000-3,39.7311163311677,-84.15279354674912
R72 14307 0022,both,DAYTON CITY OF,MORSE AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000043870.00,000000011330.00,Y,Public Works,Other,N,39113-003000-1,39.73037546762048,-84.14192088087786
R72 14609 0080,county_only,DAYTON CITY OF PARK,NILL AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000001860.00,000000000000.00,N,,,N,39113-003000-2,39.734907872572464,-84.14747282500518
R72 14611 0075,both,DAYTON CITY OF,2315 S SMITHVILLE RD,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000006930.00,000000000000.00,N,Planning,Surplus,Y,39113-003000-1,39.733423429223905,-84.14111866704444
R72 14701 0016,both,DAYTON CITY OF,HIGHRIDGE AVE,DAYTON,640,"Exempt, owned by municipals",E,0002.00000,000000101200.00,000000000000.00,N,Public Works,Other,N,39113-002900-2,39.73243802504846,-84.13906696185529
R72 14702 0003,both,DAYTON CITY OF,SMITHVILLE RD,DAYTON,640,"Exempt, owned by municipals",E,0053.12500,000000783440.00,000001315930.00,Y,,,N,39113-002900-2,39.73303713201385,-84.13850990626285
R72 14707 0026,county_only,DAYTON CITY OF,WOODCLIFFE AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000000000.00,000000000000.00,N,,,N,,,
R72 14707 0027,county_only,DAYTON CITY OF,WOODCLIFFE AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000000000.00,000000000000.00,N,,,N,,,
R72 14707 0028,county_only,DAYTON CITY OF,FARNHAM AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000000000.00,000000000000.00,N,,,N,,,
R72 14707 0079,county_only,DAYTON CITY OF,FARNHAM AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000000000.00,000000000000.00,N,,,N,,,
R72 14707 0080,county_only,DAYTON CITY OF,VARNEY AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000000000.00,000000000000.00,N,,,N,,,
R72 14707 0136,city_layer_only,,,,,,,,,,N,Public Works,Other,N,,39.73728943249542,-84.13109474185299
R72 14708 0014,county_only,DAYTON CITY OF,WOODCLIFFE AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000000000.00,000000000000.00,N,,,N,,,
R72 14708 0052,county_only,DAYTON CITY OF,RUSSET AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000000000.00,000000000000.00,N,,,N,,,
R72 15006 0011,both,DAYTON CITY OF,HUMPHREY AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000003080.00,000000000000.00,N,Public Works,Other,N,39113-002700-3,39.74224029771426,-84.1325993280248
R72 15101 0003,both,DAYTON CITY OF,CLEVELAND AVE,DAYTON,640,"Exempt, owned by municipals",E,0011.76000,000000141120.00,000000010820.00,Y,Public Works,Other,N,39113-002600-5,39.74392075539761,-84.14833371130821
R72 15101 0004,both,CITY OF DAYTON,2430 WYOMING ST,DAYTON,620,"Exempt, owned by counties",E,0000.00000,000000046680.00,000000000000.00,N,Public Works,Other,N,39113-002600-5,39.74567007798479,-84.14700515749385
R72 15103 0010,both,DAYTON CITY OF,ARGELLA AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000006600.00,000000003160.00,Y,Public Works,Other,N,39113-002600-3,39.746323964960354,-84.14016262404843
R72 15206 0056,both,CITY OF DAYTON,LINDEN AVE,DAYTON,400,Commercial vacant land,C,0000.06100,000000000000.00,000000000000.00,N,,,Y,39113-002700-2,39.74809614296611,-84.13481971125012
R72 15208 0039,county_only,DAYTON CITY OF,SMITHVILLE RD,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000000000.00,000000000000.00,N,,,N,,,
R72 15209 0060,both,CITY OF DAYTON,1650 GONDERT AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000009640.00,000000034320.00,Y,Planning,Surplus,N,39113-002500-4,39.7546968188303,-84.13707683503156
R72 15304 0017,both,DAYTON CITY OF,SMITHVILLE & KEYSTONE,DAYTON,400,Commercial vacant land,C,0000.00000,000000013300.00,000000000000.00,N,Public Works,Other,Y,39113-002400-2,39.75101699407573,-84.13963715836937
R72 15307 0011,both,DAYTON CITY OF,402 SANTA CRUZ AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000000600.00,000000000000.00,N,Public Works,Other,N,39113-002600-4,39.753468025042196,-84.14767125182
